company_name,company_number,company_type,company_status,sic_codes,industry_sector,incorporation_date,company_age_years,postcode,region,accounts_type,officer_count,active_officer_count,director_count,secretary_count,filing_count,recent_filing_days,annual_accounts_count,has_charges,charge_count,psc_count,has_website,has_https,prospect_score,priority_tier,ml_probability,score_industry,score_company_age,score_company_size,score_geography,score_web_presence,reason_industry,reason_company_age,reason_company_size,reason_geography,reason_web_presence
Thomas & Thomas Print,15412577,ltd,active,58110,Information & Communication,2021-05-08,4.7,ST1 7UE,Staffordshire,total-exemption-full,2,1,1,0,12,216,4,False,0,4,True,True,78.7,Hot,,54.17,88.5,99.0,50.0,100.0,Information & Communication: lift ratio 0.95x,Young company: 4.7 years,Optimal officers: 2; Limited history: 12 filings,Region: Staffordshire,Has website with HTTPS
Prime PLC,14513166,ltd,active,47110,Wholesale & Retail,2007-07-14,18.6,NW1 2PC,London,total-exemption-full,1,1,1,0,48,83,16,False,0,2,True,False,78.66,Hot,,61.43,100.0,95.0,46.74,78.74,Wholesale & Retail: lift ratio 1.08x,Optimal age: 18.6 years (target: 7-29),Small team: 1 officers; Good filing history: 48,Region: London,Has website
Brown & Wilson Construction,SC249375,other,active,47110,Wholesale & Retail,2017-09-15,8.4,NW3 7UK,London,total-exemption-full,1,1,1,1,19,92,6,False,0,2,True,False,78.66,Hot,,61.43,100.0,95.0,46.74,78.74,Wholesale & Retail: lift ratio 1.08x,Optimal age: 8.4 years (target: 7-29),Small team: 1 officers; Good filing history: 19,Region: London,Has website
VQO Properties,15025902,ltd,active,45200,Wholesale & Retail,2010-04-08,15.8,SW1 9TV,London,total-exemption-full,1,1,1,0,68,304,15,False,0,3,True,False,78.66,Hot,,61.43,100.0,95.0,46.74,78.74,Wholesale & Retail: lift ratio 1.08x,Optimal age: 15.8 years (target: 7-29),Small team: 1 officers; Good filing history: 68,Region: London,Has website
North Engineering,06578736,ltd,active,56101,Accommodation & Food,2020-08-31,5.4,BN1 6HV,Brighton,full,5,2,2,0,14,78,4,False,0,1,True,False,78.62,Hot,,61.36,92.0,100.0,50.0,78.74,Accommodation & Food: lift ratio 1.07x,Young company: 5.4 years,Optimal officers: 5; Good filing history: 14,Region: Brighton,Has website
Jones & Roberts Innovations,04647992,ltd,active,01420,Agriculture,2024-12-25,1.1,YO1 3KA,York,total-exemption-full,5,2,1,1,2,385,0,False,0,1,False,False,78.6,Hot,,100.0,70.5,94.0,50.0,40.0,Agriculture: lift ratio 1.75x,Young company: 1.1 years,Optimal officers: 5; Limited history: 2 filings,Region: York,No website detected
Digital LLP,14111818,ltd,active,41202,Construction,2020-11-16,5.2,HP1 4VN,Buckinghamshire,total-exemption-small,2,1,1,1,22,145,5,False,0,3,True,True,78.52,Hot,,36.49,91.0,100.0,93.75,100.0,Construction: lift ratio 0.64x,Young company: 5.2 years,Optimal officers: 2; Good filing history: 22,Region: Buckinghamshire (high-value area),Has website with HTTPS
First PLC,06709692,ltd,active,68310,Real Estate,1961-02-18,65.0,DG1 4KC,Dumfries,total-exemption-full,9,3,3,1,133,191,44,True,9,1,True,True,78.44,Hot,,78.26,64.0,88.67,50.0,100.0,Real Estate: lift ratio 1.37x,Established: 65.0 years,Large org: 9 officers; Extensive history: 133 filings; Has credit charges (established),Region: Dumfries,Has website with HTTPS
Vertex Resources,06065787,ltd,active,65120,Finance,2016-05-18,9.7,N4 7JT,London,total-exemption-full,1,1,1,0,29,167,9,False,0,1,True,True,78.42,Hot,,50.0,100.0,95.0,46.74,100.0,Unknown industry,Optimal age: 9.7 years (target: 7-29),Small team: 1 officers; Good filing history: 29,Region: London,Has website with HTTPS
Davies & Thompson Innovations,04018040,ltd,active,49320,Transportation,2018-07-03,7.6,SW1 7YF,London,micro-entity,1,1,1,1,20,302,6,False,0,2,True,True,78.42,Hot,,50.0,100.0,95.0,46.74,100.0,Unknown industry,Optimal age: 7.6 years (target: 7-29),Small team: 1 officers; Good filing history: 20,Region: London,Has website with HTTPS
Wright & Jones Holdings,06926386,ltd,active,79110,Administrative Services,2025-09-17,0.4,GL1 5UU,Gloucester,total-exemption-small,3,2,1,0,6,100,0,False,0,4,True,True,78.29,Hot,,69.64,67.0,96.0,50.0,100.0,Administrative Services: lift ratio 1.22x,Young company: 0.4 years,Optimal officers: 3; Limited history: 6 filings,Region: Gloucester,Has website with HTTPS
Williams & Davies Creative,03727935,ltd,active,69109,Professional Services,2021-04-24,4.8,FY1 1EM,Blackpool,total-exemption-full,2,1,1,1,11,283,3,False,0,3,True,True,78.25,Hot,,52.73,89.0,98.5,50.0,100.0,Professional Services: lift ratio 0.92x,Young company: 4.8 years,Optimal officers: 2; Limited history: 11 filings,Region: Blackpool,Has website with HTTPS
Tech Resources,02794848,ltd,active,73110,Professional Services,2021-08-13,4.5,SG1 8HH,East of England,total-exemption-full,3,1,1,1,13,176,4,False,0,1,True,True,78.2,Hot,,52.73,87.5,99.5,50.0,100.0,Professional Services: lift ratio 0.92x,Young company: 4.5 years,Optimal officers: 3; Limited history: 13 filings,Region: East of England,Has website with HTTPS
AKT Associates,11494066,ltd,active,56302,Accommodation & Food,2019-06-04,6.7,OX1 3FN,Oxford,total-exemption-full,4,3,2,1,13,251,4,False,0,1,False,False,78.08,Hot,,66.67,98.5,99.5,75.0,40.0,SIC 56302: high-value indicator,Young company: 6.7 years,Optimal officers: 4; Limited history: 13 filings,Region: Oxford (high-value area),No website detected
TBJ Trading,13426182,ltd,active,82990,Administrative Services,2025-09-04,0.4,SK1 9UW,Stockport,small,5,3,3,0,4,99,0,False,0,1,True,True,78.04,Hot,,69.64,67.0,95.0,50.0,100.0,Administrative Services: lift ratio 1.22x,Young company: 0.4 years,Optimal officers: 5; Limited history: 4 filings,Region: Stockport,Has website with HTTPS
Jones & Taylor Resources,10171296,ltd,active,69102,Professional Services,2020-09-03,5.4,LA1 3MJ,Lancashire,total-exemption-full,5,2,2,0,19,339,5,False,0,1,True,True,77.97,Hot,,52.73,92.0,100.0,37.5,100.0,Professional Services: lift ratio 0.92x,Young company: 5.4 years,Optimal officers: 5; Good filing history: 19,Region: Lancashire,Has website with HTTPS
QUD Development,06557607,private-limited-guarant-nsc,active,49410,Transportation,1988-08-07,37.5,EC2 7UT,London,small,4,1,1,1,81,91,27,False,0,2,True,True,77.97,Hot,,50.0,91.5,100.0,46.74,100.0,Unknown industry,Established: 37.5 years,Optimal officers: 4; Good filing history: 81,Region: London,Has website with HTTPS
Tech & Co,14277071,ltd,active,68100,Real Estate,1999-08-10,26.5,TN1 4HV,Kent,small,7,3,2,0,63,348,21,True,3,2,False,False,77.96,Hot,,78.26,100.0,93.33,51.47,40.0,Real Estate: lift ratio 1.37x,Optimal age: 26.5 years (target: 7-29),Optimal officers: 7; Good filing history: 63; Has credit charges (established),Region: Kent,No website detected
Metro Associates,01590477,ltd,active,18121,Manufacturing,2023-05-11,2.7,CW1 9KU,Cheshire,total-exemption-full,2,1,1,0,4,298,1,True,1,1,True,True,77.95,Hot,,67.33,78.5,90.0,45.45,100.0,Manufacturing: lift ratio 1.18x,Young company: 2.7 years,Optimal officers: 2; Limited history: 4 filings; Has credit charges (established),Region: Cheshire,Has website with HTTPS
VCY Properties,SC159667,ltd,active,43220,Construction,1972-12-15,53.1,SN1 1VK,Swindon,small,11,8,2,0,163,233,53,False,0,4,True,True,77.93,Hot,,66.67,75.9,91.0,50.0,100.0,SIC 43220: high-value indicator,Established: 53.1 years,Large org: 11 officers; Extensive history: 163 filings,Region: Swindon,Has website with HTTPS
Quick Associates,NI515492,ltd,active,73120,Professional Services,2012-12-14,13.1,CT1 4EV,Kent,medium,5,2,2,0,29,272,9,False,0,1,True,False,77.78,Hot,,52.73,100.0,100.0,51.47,78.74,Professional Services: lift ratio 0.92x,Optimal age: 13.1 years (target: 7-29),Optimal officers: 5; Good filing history: 29,Region: Kent,Has website
LGJ Technologies,09026882,ltd,active,46900,Wholesale & Retail,2023-05-21,2.7,SE1 4NK,London,total-exemption-full,2,1,1,1,5,335,1,False,0,1,True,True,77.68,Hot,,61.43,78.5,95.5,46.74,100.0,Wholesale & Retail: lift ratio 1.08x,Young company: 2.7 years,Optimal officers: 2; Limited history: 5 filings,Region: London,Has website with HTTPS
Cloud Communications,NI156304,ltd,active,70229,Professional Services,2001-12-13,24.1,LD1 5UV,Wales,small,7,5,3,1,62,60,20,False,0,4,True,False,77.63,Hot,,52.73,100.0,100.0,50.0,78.74,Professional Services: lift ratio 0.92x,Optimal age: 24.1 years (target: 7-29),Optimal officers: 7; Good filing history: 62,Region: Wales,Has website
Matrix Technologies,01403608,ltd,active,58142,Information & Communication,2022-04-22,3.8,E14 2GW,London,total-exemption-full,5,1,1,1,13,280,3,False,0,3,True,True,77.6,Hot,,54.17,84.0,99.5,46.74,100.0,Information & Communication: lift ratio 0.95x,Young company: 3.8 years,Optimal officers: 5; Limited history: 13 filings,Region: London,Has website with HTTPS
Thompson & Davies Manufacturing,07426442,ltd,active,70229,Professional Services,2022-05-15,3.7,CV1 6UX,Coventry,micro-entity,3,2,1,0,14,229,3,False,0,2,True,True,77.52,Hot,,52.73,83.5,100.0,50.0,100.0,Professional Services: lift ratio 0.92x,Young company: 3.7 years,Optimal officers: 3; Good filing history: 14,Region: Coventry,Has website with HTTPS
Red Creative,04202560,ltd,active,82110,Administrative Services,2016-02-12,10.0,B1 9BT,Birmingham,total-exemption-small,3,1,1,0,36,394,9,False,0,1,False,False,77.45,Hot,,69.64,100.0,100.0,55.56,40.0,Administrative Services: lift ratio 1.22x,Optimal age: 10.0 years (target: 7-29),Optimal officers: 3; Good filing history: 36,Region: Birmingham,No website detected
Evans & Roberts Engineering,15998630,ltd,active,71200,Professional Services,2021-07-17,4.6,DG1 3FP,Dumfries,micro-entity,2,1,1,0,6,20,2,False,0,4,True,True,77.42,Hot,,52.73,88.0,96.0,50.0,100.0,Professional Services: lift ratio 0.92x,Young company: 4.6 years,Optimal officers: 2; Limited history: 6 filings,Region: Dumfries,Has website with HTTPS
Taylor & Johnson Marketing,NI783112,private-limited-guarant-nsc,active,70229,Professional Services,2020-01-02,6.1,FK1 5PN,Falkirk,micro-entity,1,1,1,0,20,162,6,True,2,2,True,True,77.42,Hot,,52.73,95.5,90.0,50.0,100.0,Professional Services: lift ratio 0.92x,Young company: 6.1 years,Small team: 1 officers; Good filing history: 20; Has credit charges (established),Region: Falkirk,Has website with HTTPS
Titan PLC,06071208,ltd,active,72190,Professional Services,2022-05-13,3.7,HU1 9TM,Hull,total-exemption-small,2,1,1,1,13,17,3,False,0,2,True,True,77.4,Hot,,52.73,83.5,99.5,50.0,100.0,Professional Services: lift ratio 0.92x,Young company: 3.7 years,Optimal officers: 2; Limited history: 13 filings,Region: Hull,Has website with HTTPS
KRD Resources,06167981,ltd,active,68310,Real Estate,2018-09-06,7.4,HR1 7HW,West Midlands,small,4,2,2,0,16,217,5,False,0,1,False,False,77.36,Hot,,78.26,100.0,100.0,28.85,40.0,Real Estate: lift ratio 1.37x,Optimal age: 7.4 years (target: 7-29),Optimal officers: 4; Good filing history: 16,Region: West Midlands,No website detected
Dynamic Services,SC133679,ltd,active,55201,Accommodation & Food,2024-04-07,1.8,CM1 8WF,Chelmsford,total-exemption-full,2,1,1,0,7,319,1,False,0,2,True,True,77.33,Hot,,61.36,74.0,96.5,50.0,100.0,Accommodation & Food: lift ratio 1.07x,Young company: 1.8 years,Optimal officers: 2; Limited history: 7 filings,Region: Chelmsford,Has website with HTTPS
Nova Services,10970491,ltd,active,47710,Wholesale & Retail,1999-04-17,26.8,BB1 4CR,Lancashire,small,5,3,1,0,63,54,21,True,1,3,True,False,77.32,Hot,,61.43,100.0,93.33,37.5,78.74,Wholesale & Retail: lift ratio 1.08x,Optimal age: 26.8 years (target: 7-29),Optimal officers: 5; Good filing history: 63; Has credit charges (established),Region: Lancashire,Has website
EJX Marketing,07993768,ltd,active,69201,Professional Services,2007-03-15,18.9,E1 7VL,London,total-exemption-full,6,3,1,1,69,354,18,False,0,3,True,False,77.31,Hot,,52.73,100.0,100.0,46.74,78.74,Professional Services: lift ratio 0.92x,Optimal age: 18.9 years (target: 7-29),Optimal officers: 6; Good filing history: 69,Region: London,Has website
Express UK,14435812,ltd,active,69102,Professional Services,2017-03-22,8.9,EC1A 9XR,London,total-exemption-full,2,1,1,1,25,111,8,False,0,2,True,False,77.31,Hot,,52.73,100.0,100.0,46.74,78.74,Professional Services: lift ratio 0.92x,Optimal age: 8.9 years (target: 7-29),Optimal officers: 2; Good filing history: 25,Region: London,Has website
Speedy Enterprises,04219293,other,active,70229,Professional Services,2015-05-25,10.7,NW3 7KA,London,total-exemption-full,5,1,1,1,28,142,9,False,0,4,True,False,77.31,Hot,,52.73,100.0,100.0,46.74,78.74,Professional Services: lift ratio 0.92x,Optimal age: 10.7 years (target: 7-29),Optimal officers: 5; Good filing history: 28,Region: London,Has website
Sterling PLC,SC316823,other,active,81210,Administrative Services,2007-10-09,18.3,EH1 4LP,Edinburgh,total-exemption-full,4,1,1,0,50,127,16,False,0,2,False,False,77.25,Hot,,69.64,100.0,100.0,53.57,40.0,Administrative Services: lift ratio 1.22x,Optimal age: 18.3 years (target: 7-29),Optimal officers: 4; Good filing history: 50,Region: Edinburgh,No website detected
Info & Co,09215392,ltd,active,70100,Professional Services,2020-09-01,5.4,TF1 2PW,West Midlands,full,4,1,1,0,18,185,5,False,0,1,True,True,77.1,Hot,,52.73,92.0,100.0,28.85,100.0,Professional Services: lift ratio 0.92x,Young company: 5.4 years,Optimal officers: 4; Good filing history: 18,Region: West Midlands,Has website with HTTPS
OJS Industries,SC421383,other,active,47110,Wholesale & Retail,2023-05-22,2.7,N4 1KP,London,micro-entity,1,1,1,0,10,97,2,False,0,3,True,True,77.05,Hot,,61.43,78.5,93.0,46.74,100.0,Wholesale & Retail: lift ratio 1.08x,Young company: 2.7 years,Small team: 1 officers; Limited history: 10 filings,Region: London,Has website with HTTPS
Taylor & Williams Manufacturing,15392475,other,active,43290,Construction,2015-09-28,10.4,WA1 6PM,Warrington,medium,6,2,2,0,33,141,10,False,0,1,True,True,77.0,Hot,,40.0,100.0,100.0,50.0,100.0,SIC 43290: high-value indicator,Optimal age: 10.4 years (target: 7-29),Optimal officers: 6; Good filing history: 33,Region: Warrington,Has website with HTTPS
Williams & Walker Creative,08175395,private-limited-guarant-nsc,active,96020,Other Services,2013-04-11,12.8,DN1 3JD,Doncaster,small,4,2,2,0,45,297,12,False,0,1,True,True,77.0,Hot,,40.0,100.0,100.0,50.0,100.0,Other Services: lift ratio 0.70x,Optimal age: 12.8 years (target: 7-29),Optimal officers: 4; Good filing history: 45,Region: Doncaster,Has website with HTTPS
Speedy PLC,SC138669,ltd,active,56103,Accommodation & Food,2018-05-23,7.7,NW1 1VH,London,micro-entity,1,1,1,0,29,386,7,False,0,2,False,False,76.92,Hot,,75.0,100.0,95.0,46.74,40.0,SIC 56103: high-value indicator,Optimal age: 7.7 years (target: 7-29),Small team: 1 officers; Good filing history: 29,Region: London,No website detected
South Solutions,SC255863,ltd,active,78200,Administrative Services,2010-02-05,16.0,DN1 6CB,Doncaster,small,4,2,2,0,39,345,13,False,0,2,False,False,76.89,Hot,,69.64,100.0,100.0,50.0,40.0,Administrative Services: lift ratio 1.22x,Optimal age: 16.0 years (target: 7-29),Optimal officers: 4; Good filing history: 39,Region: Doncaster,No website detected
Taylor & Williams Group,09164392,ltd,active,81210,Administrative Services,2018-04-10,7.8,OL1 5DH,Oldham,total-exemption-full,3,1,1,0,16,234,5,False,0,2,False,False,76.89,Hot,,69.64,100.0,100.0,50.0,40.0,Administrative Services: lift ratio 1.22x,Optimal age: 7.8 years (target: 7-29),Optimal officers: 3; Good filing history: 16,Region: Oldham,No website detected
HUW Marketing,13668605,ltd,active,78200,Administrative Services,2000-05-04,25.8,PR1 9HX,Preston,small,7,3,3,0,76,311,25,False,0,2,False,False,76.89,Hot,,69.64,100.0,100.0,50.0,40.0,Administrative Services: lift ratio 1.22x,Optimal age: 25.8 years (target: 7-29),Optimal officers: 7; Good filing history: 76,Region: Preston,No website detected
Smart Industries,04100561,ltd,active,86101,Health,2018-06-30,7.6,HX1 2CA,Halifax,medium,5,1,1,1,21,82,7,False,0,2,True,False,76.81,Hot,,50.0,100.0,100.0,50.0,78.74,Unknown industry,Optimal age: 7.6 years (target: 7-29),Optimal officers: 5; Good filing history: 21,Region: Halifax,Has website
Atlas Ltd,04681115,ltd,active,62090,Information & Communication,2023-09-02,2.4,AB1 7MS,Aberdeen,total-exemption-full,2,1,1,1,14,304,2,False,0,4,True,True,76.65,Hot,,54.17,77.0,100.0,50.0,100.0,Information & Communication: lift ratio 0.95x,Young company: 2.4 years,Optimal officers: 2; Good filing history: 14,Region: Aberdeen,Has website with HTTPS
KFL Logistics,14033138,llp,active,86210,Health,2021-12-12,4.1,NN1 9AW,Northampton,total-exemption-small,2,1,1,0,10,300,3,False,0,1,True,True,76.6,Hot,,50.0,85.5,98.0,50.0,100.0,Unknown industry,Young company: 4.1 years,Optimal officers: 2; Limited history: 10 filings,Region: Northampton,Has website with HTTPS
Thompson & Wright Group,10055850,ltd,active,46410,Wholesale & Retail,1987-02-25,38.9,CM1 5UN,Chelmsford,micro-entity,2,1,1,0,80,388,26,True,8,1,True,False,76.59,Hot,,61.43,90.1,93.33,50.0,78.74,Wholesale & Retail: lift ratio 1.08x,Established: 38.9 years,Optimal officers: 2; Good filing history: 80; Has credit charges (established),Region: Chelmsford,Has website
Johnson & Taylor Technologies,08154633,ltd,active,68201,Real Estate,2022-03-13,3.9,SG1 4UY,East of England,micro-entity,2,1,1,1,16,114,3,False,0,2,False,False,76.38,Hot,,78.26,84.5,100.0,50.0,40.0,Real Estate: lift ratio 1.37x,Young company: 3.9 years,Optimal officers: 2; Good filing history: 16,Region: East of England,No website detected
Smith & Wright Trading,13382972,ltd,active,68209,Real Estate,1963-12-31,62.1,CT1 9RA,Kent,full,6,3,3,0,151,382,50,True,9,3,True,False,76.32,Hot,,78.26,66.9,90.0,51.47,78.74,Real Estate: lift ratio 1.37x,Established: 62.1 years,Optimal officers: 6; Extensive history: 151 filings; Has credit charges (established),Region: Kent,Has website
Roberts & Williams Properties,SC434827,ltd,active,64209,Finance,1993-09-24,32.4,BD1 2BX,Bradford,total-exemption-full,10,4,3,0,119,385,32,True,1,3,True,True,76.32,Hot,,50.0,96.6,88.0,50.0,100.0,Unknown industry,Established: 32.4 years,Large org: 10 officers; Extensive history: 119 filings; Has credit charges (established),Region: Bradford,Has website with HTTPS
Wright & Brown Media,15757359,ltd,active,62020,Information & Communication,2020-12-06,5.2,M1 9DX,Manchester,small,4,1,1,0,17,347,5,False,0,3,True,False,76.26,Hot,,54.17,91.0,100.0,50.0,78.74,Information & Communication: lift ratio 0.95x,Young company: 5.2 years,Optimal officers: 4; Good filing history: 17,Region: Manchester,Has website
Brown & Thomas Consulting,11499053,ltd,active,65120,Finance,2022-07-18,3.5,N4 7HN,London,total-exemption-full,4,2,1,1,14,141,3,False,0,4,True,True,76.17,Hot,,50.0,82.5,100.0,46.74,100.0,Unknown industry,Young company: 3.5 years,Optimal officers: 4; Good filing history: 14,Region: London,Has website with HTTPS
Brown & Johnson Engineering,07348231,ltd,active,74909,Professional Services,2022-07-28,3.5,SE10 6BA,London,small,4,2,2,0,7,167,2,False,0,3,True,True,76.12,Hot,,52.73,82.5,96.5,46.74,100.0,Professional Services: lift ratio 0.92x,Young company: 3.5 years,Optimal officers: 4; Limited history: 7 filings,Region: London,Has website with HTTPS
Nexus Limited,SC262184,ltd,active,74909,Professional Services,2023-04-23,2.8,TA1 5AW,Taunton,total-exemption-small,3,1,1,0,10,317,2,False,0,3,True,True,76.12,Hot,,52.73,79.0,98.0,50.0,100.0,Professional Services: lift ratio 0.92x,Young company: 2.8 years,Optimal officers: 3; Limited history: 10 filings,Region: Taunton,Has website with HTTPS
United International,15048857,ltd,active,47110,Wholesale & Retail,2023-07-23,2.5,WC1 5JV,London,micro-entity,1,1,1,0,4,185,1,False,0,1,True,True,76.1,Hot,,61.43,77.5,90.0,46.74,100.0,Wholesale & Retail: lift ratio 1.08x,Young company: 2.5 years,Small team: 1 officers; Limited history: 4 filings,Region: London,Has website with HTTPS
Wright & Evans Innovations,12085095,ltd,active,18129,Manufacturing,2024-12-15,1.1,N1 5UC,London,micro-entity,1,1,1,0,1,25,0,False,0,4,True,True,76.1,Hot,,67.33,70.5,88.5,46.74,100.0,Manufacturing: lift ratio 1.18x,Young company: 1.1 years,Small team: 1 officers; Limited history: 1 filings,Region: London,Has website with HTTPS
Thompson & Roberts Communications,13555636,private-limited-guarant-nsc,active,64999,Finance,2022-09-26,3.4,EC2 5CP,London,total-exemption-full,5,3,1,0,17,390,3,False,0,2,True,True,76.07,Hot,,50.0,82.0,100.0,46.74,100.0,Unknown industry,Young company: 3.4 years,Optimal officers: 5; Good filing history: 17,Region: London,Has website with HTTPS
Johnson & Evans Development,06716959,ltd,active,43220,Construction,2000-06-15,25.6,DL1 6XK,Darlington,micro-entity,3,1,1,1,77,305,25,False,0,3,False,False,76.0,Hot,,66.67,100.0,100.0,50.0,40.0,SIC 43220: high-value indicator,Optimal age: 25.6 years (target: 7-29),Optimal officers: 3; Good filing history: 77,Region: Darlington,No website detected
Brown & Brown Creative,03604144,ltd,active,46760,Wholesale & Retail,2015-10-10,10.3,FY1 3XT,Blackpool,small,5,2,2,1,38,28,10,False,0,1,False,False,76.0,Hot,,66.67,100.0,100.0,50.0,40.0,SIC 46760: high-value indicator,Optimal age: 10.3 years (target: 7-29),Optimal officers: 5; Good filing history: 38,Region: Blackpool,No website detected
Evans & Thomas Capital,07848595,ltd,active,42110,Construction,2016-05-20,9.7,TA1 4NE,Taunton,total-exemption-full,5,2,2,0,32,201,9,False,0,3,True,True,75.95,Hot,,36.49,100.0,100.0,50.0,100.0,Construction: lift ratio 0.64x,Optimal age: 9.7 years (target: 7-29),Optimal officers: 5; Good filing history: 32,Region: Taunton,Has website with HTTPS
GDA Partners,05895783,ltd,active,41100,Construction,2010-07-21,15.5,SS1 3BD,Southend,total-exemption-full,4,1,1,0,52,51,15,False,0,4,True,True,75.95,Hot,,36.49,100.0,100.0,50.0,100.0,Construction: lift ratio 0.64x,Optimal age: 15.5 years (target: 7-29),Optimal officers: 4; Good filing history: 52,Region: Southend,Has website with HTTPS
Roberts & Johnson Creative,07307661,ltd,active,62011,Information & Communication,1988-01-05,38.1,NW1 1SM,London,small,11,5,5,0,141,233,38,True,3,1,True,True,75.94,Hot,,54.17,90.9,87.33,46.74,100.0,Information & Communication: lift ratio 0.95x,Established: 38.1 years,Large org: 11 officers; Extensive history: 141 filings; Has credit charges (established),Region: London,Has website with HTTPS
Urban Systems,01225606,ltd,active,55900,Accommodation & Food,2024-10-04,1.3,SW1 5UG,London,total-exemption-full,5,3,1,0,2,387,0,False,0,3,True,True,75.88,Hot,,61.36,71.5,94.0,46.74,100.0,Accommodation & Food: lift ratio 1.07x,Young company: 1.3 years,Optimal officers: 5; Limited history: 2 filings,Region: London,Has website with HTTPS
West Development,SC591022,ltd,active,22110,Manufacturing,2010-02-18,16.0,N4 1DN,London,total-exemption-full,7,3,2,0,59,59,15,False,0,4,False,False,75.87,Hot,,67.33,100.0,100.0,46.74,40.0,Manufacturing: lift ratio 1.18x,Optimal age: 16.0 years (target: 7-29),Optimal officers: 7; Good filing history: 59,Region: London,No website detected
Roberts & Smith Properties,01180915,ltd,active,18129,Manufacturing,2008-10-12,17.3,WC1 6DV,London,small,6,3,3,0,41,250,13,False,0,4,False,False,75.87,Hot,,67.33,100.0,100.0,46.74,40.0,Manufacturing: lift ratio 1.18x,Optimal age: 17.3 years (target: 7-29),Optimal officers: 6; Good filing history: 41,Region: London,No website detected
Urban PLC,14722019,llp,active,86900,Health,2020-01-24,6.0,BD1 3GC,Bradford,total-exemption-full,2,1,1,0,22,373,6,False,0,4,True,False,75.81,Hot,,50.0,95.0,100.0,50.0,78.74,Unknown industry,Young company: 6.0 years,Optimal officers: 2; Good filing history: 22,Region: Bradford,Has website
Quick & Co,11867795,ltd,active,47910,Wholesale & Retail,2020-06-14,5.6,HP1 3WU,Buckinghamshire,total-exemption-full,2,1,1,0,17,271,5,True,5,2,False,False,75.74,Hot,,61.43,93.0,93.33,93.75,40.0,Wholesale & Retail: lift ratio 1.08x,Young company: 5.6 years,Optimal officers: 2; Good filing history: 17; Has credit charges (established),Region: Buckinghamshire (high-value area),No website detected
PKU Construction,07383228,llp,active,43220,Construction,2017-07-19,8.5,W1 8UJ,London,total-exemption-small,3,2,2,0,19,94,6,False,0,1,False,False,75.67,Hot,,66.67,100.0,100.0,46.74,40.0,SIC 43220: high-value indicator,Optimal age: 8.5 years (target: 7-29),Optimal officers: 3; Good filing history: 19,Region: London,No website detected
GMK Systems,11139636,private-limited-guarant-nsc,active,62020,Information & Communication,2020-04-20,5.8,IP1 9AE,Ipswich,micro-entity,1,1,1,0,26,258,5,False,0,2,True,False,75.61,Hot,,54.17,94.0,95.0,50.0,78.74,Information & Communication: lift ratio 0.95x,Young company: 5.8 years,Small team: 1 officers; Good filing history: 26,Region: Ipswich,Has website
Blue Ltd,14730561,ltd,active,64209,Finance,2022-11-19,3.2,MK1 8SY,Milton Keynes,medium,4,2,1,0,9,277,3,False,0,4,True,True,75.58,Hot,,50.0,81.0,97.5,50.0,100.0,Unknown industry,Young company: 3.2 years,Optimal officers: 4; Limited history: 9 filings,Region: Milton Keynes,Has website with HTTPS
XMP Resources,13136175,ltd,active,43210,Construction,2021-08-03,4.5,L1 6VN,Liverpool,small,4,1,1,1,11,201,3,False,0,3,True,True,75.57,Hot,,36.49,87.5,98.5,75.0,100.0,Construction: lift ratio 0.64x,Young company: 4.5 years,Optimal officers: 4; Limited history: 11 filings,Region: Liverpool (high-value area),Has website with HTTPS
MAJ Group,05936253,ltd,active,73110,Professional Services,2022-05-25,3.7,PE1 8ST,Peterborough,dormant,1,1,1,1,8,378,2,False,0,3,True,True,75.52,Hot,,52.73,83.5,92.0,50.0,100.0,Professional Services: lift ratio 0.92x,Young company: 3.7 years,Small team: 1 officers; Limited history: 8 filings,Region: Peterborough,Has website with HTTPS
YBT Communications,13082966,ltd,active,56101,Accommodation & Food,2024-12-17,1.1,LA1 8SE,Lancashire,total-exemption-small,2,1,1,1,8,170,1,False,0,4,True,True,75.51,Hot,,61.36,70.5,97.0,37.5,100.0,Accommodation & Food: lift ratio 1.07x,Young company: 1.1 years,Optimal officers: 2; Limited history: 8 filings,Region: Lancashire,Has website with HTTPS
Nova Consulting,05967790,other,active,74100,Professional Services,2023-09-02,2.4,KA1 9EJ,Kilmarnock,small,5,3,2,0,8,22,2,False,0,1,True,True,75.47,Hot,,52.73,77.0,97.0,50.0,100.0,Professional Services: lift ratio 0.92x,Young company: 2.4 years,Optimal officers: 5; Limited history: 8 filings,Region: Kilmarnock,Has website with HTTPS
Vertex International,08866528,ltd,active,17210,Manufacturing,2025-02-21,1.0,TF1 8DH,West Midlands,total-exemption-full,2,1,1,0,1,78,0,False,0,3,True,True,75.46,Hot,,67.33,70.0,93.5,28.85,100.0,Manufacturing: lift ratio 1.18x,Young company: 1.0 years,Optimal officers: 2; Limited history: 1 filings,Region: West Midlands,Has website with HTTPS
KLD Systems,06171869,ltd,active,69201,Professional Services,2022-03-06,3.9,EC2 7LA,London,small,5,3,1,0,10,237,3,True,3,3,True,True,75.39,Hot,,52.73,84.5,92.0,46.74,100.0,Professional Services: lift ratio 0.92x,Young company: 3.9 years,Optimal officers: 5; Limited history: 10 filings; Has credit charges (established),Region: London,Has website with HTTPS
