company,recency_days,first_order_days_ago,tenure_days,frequency,monetary_total,monetary_mean,monetary_median,monetary_std,monetary_max,monetary_min,avg_days_between_orders,std_days_between_orders,min_days_between_orders,max_days_between_orders,orders_per_year,avg_quantity,median_quantity,max_quantity,min_quantity,std_quantity,avg_unit_price,median_unit_price,max_unit_price,avg_margin,median_margin,ptype_binder_pct,ptype_box_pct,ptype_slip_case_pct,ptype_folder_pct,ptype_presentation_pack_pct,ptype_menu_cover_pct,ptype_ring_binder_pct,ptype_lever_arch_pct,ptype_portfolio_pct,product_type_diversity,has_product_type_pct,avg_num_operations,max_num_operations,op_cutting_pct,op_creasing_pct,op_assembly_pct,op_wrapping_pct,op_liner_gluing_pct,op_laminating_pct,op_foil_blocking_pct,op_screen_printing_pct,op_drilling_pct,op_embossing_pct,op_debossing_pct,op_uv_varnishing_pct,op_die_cutting_pct,op_hand_finishing_pct,op_packing_pct,op_collating_pct,unique_operations_used,avg_cost_items,peak_month,months_active,revenue_trend_slope,revenue_trend_pct,recent_12m_revenue,historical_revenue,recent_share_pct,era_2017_box_pct,era_2020_pob_master_pct,era_2024_quotation_pct,ch_company_name,company_number,company_type,company_status,sic_codes,industry_sector,incorporation_date,company_age_years,region,accounts_type,officer_count,active_officer_count,director_count,secretary_count,filing_count,recent_filing_days,annual_accounts_count,has_charges,charge_count,psc_count,has_website,website_domain,has_https,http_status,domain_variant,orders_per_company_year,value_quintile,frequency_tier,is_active_12m,is_active_6m,is_churned,ch_matched,recency_days_missing,first_order_days_ago_missing,avg_days_between_orders_missing,std_days_between_orders_missing,min_days_between_orders_missing,max_days_between_orders_missing,avg_quantity_missing,avg_unit_price_missing,avg_margin_missing,revenue_trend_slope_missing,revenue_trend_pct_missing,company_age_years_missing,officer_count_missing,active_officer_count_missing,filing_count_missing,recent_filing_days_missing,annual_accounts_count_missing,charge_count_missing,psc_count_missing,median_quantity_missing,max_quantity_missing,min_quantity_missing,std_quantity_missing,median_unit_price_missing,max_unit_price_missing,median_margin_missing,peak_month_missing,director_count_missing,secretary_count_missing,http_status_missing
Sterling Packaging,773.0,2398.0,1625,5,3354.6504298181817,670.9300859636363,643.675744969697,414.2346737773216,1326.8640404040405,188.83377777777775,406.25,131.781068443081,326.0,603.0,1.123846153846154,110.0,100.0,200.0,50.0,54.772255750516614,4.9180347304778556,4.311950133333333,6.693107291666667,40.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,5.0,5,100.0,0.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,19.0,1.0,4,292.02122596358925,34.81986955993104,0.0,3354.6504298181817,0.0,0.0,100.0,0.0,Atlas Communications,02690071,ltd,active,27900,Manufacturing,1992-02-24,33.9,Oxon,micro-entity,11.0,3.0,2.0,1.0,88.0,116.0,33.0,False,0.0,1.0,True,inducedenergy.co.uk,False,403.0,co.uk,0.1474926253687315,3,regular,False,False,True,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Nova Packaging,1215.0,1215.0,0,1,445.8133333333333,445.8133333333333,445.8133333333333,0.0,445.8133333333333,445.8133333333333,43.25,84.75996629996197,0.0,170.0,1.0,1100.0,1100.0,1100.0,1100.0,0.0,3.3435999999999995,3.3435999999999995,3.3435999999999995,20.0,20.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,9.0,9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,32.0,9.0,1,0.0,0.0,0.0,445.8133333333333,0.0,0.0,100.0,0.0,Southampton Creative,02183201,ltd,active,73110,Professional Services,1987-10-26,38.3,Bedfordshire,total-exemption-full,10.0,1.0,1.0,0.0,135.0,28.0,29.0,True,4.0,3.0,True,initialincentives.co.uk,True,405.0,co.uk,0.0261096605744125,1,one_time,False,False,True,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Apex Labels,1179.0,1971.0,792,3,3490.1338095238098,1163.3779365079365,998.6219047619048,601.6315582604192,1830.2233333333336,661.2885714285715,396.0,560.0285706997456,0.0,792.0,1.383522727272727,333.3333333333333,200.0,600.0,200.0,230.9401076758503,4.346536587301587,3.660446666666666,5.742075952380953,15.0,15.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,9.0,9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,34.0,9.0,2,85.15642857139957,4.8798374629090935,0.0,3490.1338095238098,0.0,0.0,100.0,0.0,Matrix International,16237982,ltd,active,47910,Wholesale & Retail,2025-02-07,1.0,Thornton-Cleveleys,Unknown,1.0,1.0,1.0,0.0,2.0,5.0,0.0,False,0.0,1.0,True,inkon.co.uk,True,200.0,co.uk,3.0,3,occasional,False,False,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Urban Manufacturing,2165.0,2165.0,0,1,78.95,78.95,78.95,0.0,78.95,78.95,43.25,84.75996629996197,0.0,170.0,1.0,5.0,5.0,5.0,5.0,0.0,4.9180347304778556,4.311950133333333,6.693107291666667,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,5.0,5,100.0,0.0,100.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,25.0,2.0,1,0.0,0.0,0.0,78.95,0.0,0.0,100.0,0.0,Leicester Group 102,01792823,ltd,active,70100,Professional Services,1984-02-17,42.0,Unknown,group,12.0,2.0,2.0,0.0,160.0,78.0,27.0,True,7.0,2.0,True,interlevin.co.uk,False,301.0,co.uk,0.0238095238095238,1,one_time,False,False,True,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
ExpressGrap,2472.0,2472.0,0,1,756.9106666666668,756.9106666666668,756.9106666666668,0.0,756.9106666666668,756.9106666666668,43.25,84.75996629996197,0.0,170.0,1.0,1000.0,1000.0,1000.0,1000.0,0.0,4.9180347304778556,4.311950133333333,6.693107291666667,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,5.0,5,100.0,0.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,20.0,4.0,1,0.0,0.0,0.0,756.9106666666668,0.0,0.0,100.0,0.0,Portsmouth Services 831,03552625,ltd,active,73200,Professional Services,1998-04-24,27.8,Cheltenham,full,22.0,2.0,1.0,1.0,141.0,93.0,15.0,True,1.0,2.0,False,Unknown,False,301.0,Unknown,0.0359712230215827,2,one_time,False,False,True,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
Mega International,1586.0,1586.0,0,1,102.10333333333334,102.10333333333334,102.10333333333334,0.0,102.10333333333334,102.10333333333334,43.25,84.75996629996197,0.0,170.0,1.0,1.0,1.0,1.0,1.0,0.0,4.9180347304778556,4.311950133333333,6.693107291666667,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,6.0,6,100.0,100.0,100.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,22.0,9.0,1,0.0,0.0,0.0,102.10333333333334,0.0,0.0,100.0,0.0,Max Manufacturing,13398620,ltd,active,"64999,66220,82990",Financial Services,2021-05-14,4.7,London,total-exemption-full,2.0,2.0,2.0,0.0,26.0,126.0,4.0,False,0.0,4.0,True,ipw1.co.uk,False,405.0,co.uk,0.2127659574468085,1,one_time,False,False,True,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
RoyalProd 108,327.0,673.0,346,3,3967.261392666667,1322.4204642222223,1410.9808366666666,360.5151737903019,1630.402944,925.877612,173.0,42.42640687119285,143.0,203.0,3.166907514450867,1833.3333333333333,2000.0,2400.0,1100.0,665.8328118479392,4.9180347304778556,4.311950133333333,6.693107291666667,70.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,6.0,6,100.0,100.0,100.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,24.0,3.0,2,-706.4555046668537,-35.614265597558564,1630.402944,2336.858448666667,41.09643360061271,0.0,100.0,0.0,AtlanticWork,07945938,ltd,active,18129,Manufacturing,2012-02-10,14.0,Bristol,total-exemption-full,2.0,1.0,1.0,0.0,41.0,67.0,14.0,False,0.0,1.0,True,jgraphic.com,False,302.0,com,0.2142857142857142,4,occasional,True,False,False,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Alpha Graphics,2327.0,2327.0,0,1,335.075,335.075,335.075,0.0,335.075,335.075,43.25,84.75996629996197,0.0,170.0,1.0,250.0,250.0,250.0,250.0,0.0,4.9180347304778556,4.311950133333333,6.693107291666667,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,5.0,5,100.0,0.0,100.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,25.0,9.0,1,0.0,0.0,0.0,335.075,0.0,0.0,100.0,0.0,Portsmouth Productions,09534765,ltd,active,69201,Professional Services,2015-04-09,10.8,West Midlands,total-exemption-full,4.0,2.0,2.0,0.0,40.0,16.0,12.0,True,2.0,3.0,True,jacksoncalvert.co.uk,False,404.0,co.uk,0.0925925925925925,1,one_time,False,False,True,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Harris & Wilson,1892.0,1892.0,0,1,98.47666666666666,98.47666666666666,98.47666666666666,0.0,98.47666666666666,98.47666666666666,43.25,84.75996629996197,0.0,170.0,1.0,2.0,2.0,2.0,2.0,0.0,4.9180347304778556,4.311950133333333,6.693107291666667,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6.0,6,100.0,100.0,100.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,22.0,11.0,1,0.0,0.0,0.0,98.47666666666666,0.0,0.0,100.0,0.0,Nottingham Creative,00435323,ltd,active,"41100,41201,41202",Construction,1947-05-16,78.7,Flintshire,full,16.0,7.0,3.0,4.0,340.0,26.0,8.0,True,125.0,1.0,False,Unknown,False,301.0,Unknown,0.0127064803049555,1,one_time,False,False,True,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
Sterling Services 113,2118.0,2118.0,0,1,1142.9,1142.9,1142.9,0.0,1142.9,1142.9,43.25,84.75996629996197,0.0,170.0,1.0,500.0,500.0,500.0,500.0,0.0,2.74296,2.74296,2.74296,20.0,20.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,9.0,9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,34.0,4.0,1,0.0,0.0,0.0,1142.9,0.0,0.0,100.0,0.0,Titan Creative,05961797,ltd,dissolved,99999,International Organisations,2006-10-10,19.3,Cheshire,dormant,3.0,2.0,2.0,0.0,39.0,2631.0,12.0,False,0.0,2.0,True,jameshamilton.co.uk,True,301.0,co.uk,0.0518134715025906,2,one_time,False,False,True,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bath Labels 114,467.0,467.0,0,1,907.25,907.25,907.25,0.0,907.25,907.25,43.25,84.75996629996197,0.0,170.0,1.0,110.0,110.0,110.0,110.0,0.0,4.9180347304778556,4.311950133333333,6.693107291666667,20.0,20.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,6.0,6,100.0,0.0,100.0,100.0,100.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,20.0,10.0,1,0.0,0.0,0.0,907.25,0.0,0.0,100.0,0.0,Matrix Holdings,07292672,ltd,dissolved,99999,International Organisations,2010-06-23,15.6,London,dormant,1.0,1.0,1.0,0.0,10.0,4556.0,2.0,False,0.0,0.0,True,jamjar.co.uk,True,301.0,co.uk,0.0641025641025641,2,one_time,False,False,False,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Beta Media,2488.0,2493.0,5,3,1701.0459666666666,567.0153222222222,414.7909666666667,372.2447380674744,991.2466666666668,295.0083333333333,2.5,3.5355339059327378,0.0,5.0,219.15,206.66666666666663,100.0,500.0,20.0,257.1640202931455,64.43103333333333,64.43103333333333,64.43103333333333,30.0,30.0,33.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,100.0,6.333333333333333,9,100.0,33.33333333333333,100.0,33.33333333333333,33.33333333333333,66.66666666666666,66.66666666666666,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,28.333333333333332,3.0,2,0.0,0.0,0.0,1701.0459666666666,0.0,0.0,100.0,0.0,Green & Lee 120,03742725,ltd,active,55900,Accommodation & Food,1999-03-29,26.9,South Yorkshire,total-exemption-full,5.0,1.0,1.0,0.0,67.0,34.0,26.0,False,0.0,1.0,True,jask.com,True,301.0,com,0.1115241635687732,3,occasional,False,False,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Precision Packaging,2538.0,2538.0,0,1,697.31,697.31,697.31,0.0,697.31,697.31,43.25,84.75996629996197,0.0,170.0,1.0,250.0,250.0,250.0,250.0,0.0,4.9180347304778556,4.311950133333333,6.693107291666667,20.0,20.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,5.0,5,100.0,0.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,20.0,2.0,1,0.0,0.0,0.0,697.31,0.0,0.0,100.0,0.0,Leicester Marketing,04517207,ltd,active,74100,Professional Services,2002-08-22,23.4,Solihull,total-exemption-full,4.0,4.0,3.0,1.0,65.0,171.0,23.0,True,1.0,3.0,True,jaskcreative.co.uk,True,301.0,co.uk,0.0427350427350427,2,one_time,False,False,True,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Birmingham Associates,2058.0,2571.0,513,6,10076.621492575758,1679.4369154292929,2159.7945833333333,941.644532404943,2436.6291442424244,298.4813066666667,102.6,163.2200968018338,0.0,374.0,4.271929824561403,734.1666666666666,850.0,1500.0,5.0,556.0612975802817,30.660340381414144,30.660340381414144,59.69626133333334,22.0,20.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,83.33333333333334,5.0,5,100.0,0.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,22.833333333333332,6.0,3,3240.2151740906147,64.31153887199072,0.0,10076.621492575758,0.0,0.0,100.0,0.0,CentralLabe,15719451,ltd,active,"41202,98000",Construction,2024-05-14,1.7,London,Unknown,1.0,1.0,1.0,0.0,3.0,245.0,0.0,False,0.0,1.0,True,jbpm.co.uk,False,301.0,co.uk,3.5294117647058822,4,regular,False,False,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southampton Graphics 125,246.0,747.0,501,3,18509.183696849446,6169.727898949815,5469.712198051948,1777.0746099078376,8190.208042809042,4849.263455988456,250.5,354.26049737446033,0.0,501.0,2.1871257485029942,4000.0,4000.0,5000.0,3000.0,1000.0,4.9180347304778556,4.311950133333333,6.693107291666667,30.0,30.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,7.0,7,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,30.333333333333332,1.0,2,-2128.7676112319264,-23.002285201743135,8190.208042809042,10318.975654040403,44.24942869956574,0.0,100.0,0.0,Jackson & Clarke 126,06946022,ltd,active,74100,Professional Services,2009-06-27,16.6,Hampshire,total-exemption-full,3.0,2.0,1.0,1.0,47.0,96.0,17.0,False,0.0,1.0,False,Unknown,False,301.0,Unknown,0.180722891566265,5,occasional,True,False,False,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
Jones & Lewis 127,834.0,1425.0,591,9,38331.57693602693,4259.064104002992,2848.6423611111113,5767.8046290000775,19240.0625,420.10575757575754,73.875,97.91751266098564,0.0,270.0,5.562182741116751,5362.222222222223,2500.0,30000.0,130.0,9409.987749431157,1.5947074958551393,1.1394569444444445,3.8778993006993,14.0,20.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,6.0,6,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,32.0,3.0,5,-31368.965420895616,-163.67166669531235,0.0,38331.57693602693,0.0,0.0,100.0,0.0,Leicester Manufacturing,06838865,ltd,active,47990,Wholesale & Retail,2009-03-06,16.9,Hampshire,total-exemption-full,6.0,3.0,2.0,1.0,62.0,132.0,18.0,True,1.0,3.0,True,je.co.uk,True,301.0,co.uk,0.5325443786982249,5,regular,False,False,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matrix Associates,959.0,2061.0,1102,2,848.099936,424.049968,424.049968,43.03451870301329,454.479968,393.619968,1102.0,84.75996629996197,1102.0,1102.0,0.6628856624319419,2000.0,2000.0,2000.0,2000.0,0.0,4.9180347304778556,4.311950133333333,6.693107291666667,35.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,5.0,5,100.0,0.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,18.0,6.0,1,20.28666666666392,4.784027401851831,0.0,848.099936,0.0,0.0,100.0,0.0,Premier Systems,01808921,ltd,active,32990,Manufacturing,1984-04-16,41.8,South Yorkshire,full,5.0,4.0,3.0,1.0,126.0,4.0,35.0,True,11.0,2.0,True,jenx.co.uk,True,307.0,co.uk,0.0478468899521531,2,occasional,False,False,True,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Gamma Signs,2198.0,2198.0,0,2,1195.0533333333333,597.5266666666666,597.5266666666666,114.97556262093264,678.8266666666667,516.2266666666667,0.0,84.75996629996197,0.0,0.0,2.0,100.0,100.0,100.0,100.0,0.0,7.17032,7.17032,8.14592,20.0,20.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,8.0,8,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,32.0,1.0,1,0.0,0.0,0.0,1195.0533333333333,0.0,0.0,100.0,0.0,EasternPart,07805542,ltd,active,62020,Information & Communication,2011-10-11,14.3,Warrington,micro-entity,1.0,1.0,1.0,0.0,35.0,27.0,14.0,False,0.0,1.0,True,jhgraphics.com,True,200.0,com,0.1398601398601398,2,occasional,False,False,True,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Harris & Martin,2362.0,2362.0,0,1,183.1,183.1,183.1,0.0,183.1,183.1,43.25,84.75996629996197,0.0,170.0,1.0,200.0,200.0,200.0,200.0,0.0,4.9180347304778556,4.311950133333333,6.693107291666667,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,5.0,5,100.0,0.0,100.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,25.0,8.0,1,0.0,0.0,0.0,183.1,0.0,0.0,100.0,0.0,TTW,02025221,ltd,dissolved,82990,Administrative Services,1986-06-04,39.7,Suffolk,total-exemption-small,6.0,3.0,2.0,1.0,92.0,3492.0,32.0,False,0.0,0.0,True,jigsaw.co.uk,False,404.0,co.uk,0.0251889168765743,1,one_time,False,False,True,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
EliteSolu,561.0,561.0,0,1,1295.138125,1295.138125,1295.138125,0.0,1295.138125,1295.138125,43.25,84.75996629996197,0.0,170.0,1.0,2000.0,2000.0,2000.0,2000.0,0.0,4.9180347304778556,4.311950133333333,6.693107291666667,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,6.0,6,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,20.0,7.0,1,0.0,0.0,0.0,1295.138125,0.0,0.0,100.0,0.0,Oxford Partners,10090645,ltd,active,47990,Wholesale & Retail,2016-03-30,9.8,Bolton,dormant,2.0,2.0,1.0,1.0,28.0,283.0,9.0,False,0.0,1.0,False,Unknown,False,301.0,Unknown,0.1020408163265306,2,one_time,False,False,False,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
Alpha Marketing,121.0,2577.0,2456,180,527084.3822326065,2928.246567958925,1198.5057142857142,5332.843143787505,39732.63333333333,72.91614666666666,13.720670391061452,37.23400293856343,0.0,302.0,26.769136807817592,1211.3977272727273,250.0,20000.0,1.0,2848.530552667554,20.241329190213584,9.505294522691704,786.7524999964722,23.903680981595095,20.0,35.810810810810814,22.972972972972975,0.0,12.162162162162163,0.0,0.0,0.0,0.0,0.0,7,82.22222222222221,6.605555555555555,9,100.0,62.77777777777778,99.44444444444444,55.55555555555556,55.55555555555556,82.22222222222221,60.0,88.33333333333333,56.666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,28.461111111111112,2.0,12,-39401.76603334824,-52.327932970648995,4039.4757849971775,523044.9064476093,0.7663812325242687,0.0,100.0,0.0,FJMK,15372002,ltd,active,62020,Information & Communication,2023-12-28,2.1,Harrogate,micro-entity,1.0,1.0,1.0,0.0,5.0,34.0,2.0,False,0.0,1.0,True,jlr.co.uk,False,301.0,co.uk,85.71428571428571,5,power_user,True,True,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SwiftComm,1564.0,1564.0,0,1,796.4733333333334,796.4733333333334,796.4733333333334,0.0,796.4733333333334,796.4733333333334,43.25,84.75996629996197,0.0,170.0,1.0,50.0,50.0,50.0,50.0,0.0,18.318886666666668,18.318886666666668,18.318886666666668,15.0,15.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,9.0,9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,27.0,10.0,1,0.0,0.0,0.0,796.4733333333334,0.0,0.0,100.0,0.0,Clarke & Taylor 144,00362051,ltd,active,18129,Manufacturing,1940-06-26,85.6,Nottingham,full,13.0,2.0,2.0,0.0,131.0,122.0,30.0,True,1.0,2.0,True,johnewright.com,True,301.0,com,0.0116822429906542,2,one_time,False,False,True,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Urban Graphics,2150.0,2150.0,0,1,201.6,201.6,201.6,0.0,201.6,201.6,43.25,84.75996629996197,0.0,170.0,1.0,100.0,100.0,100.0,100.0,0.0,4.9180347304778556,4.311950133333333,6.693107291666667,30.0,30.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,5.0,5,100.0,0.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,9.0,3.0,1,0.0,0.0,0.0,201.6,0.0,0.0,100.0,0.0,Express Works,02360971,ltd,active,"18129,58190",Manufacturing,1989-03-14,36.9,Rugby,total-exemption-full,24.0,2.0,1.0,1.0,179.0,49.0,20.0,True,7.0,1.0,True,johngood.com,True,200.0,com,0.02710027100271,1,one_time,False,False,True,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
QR,525.0,821.0,296,2,1047.1566666666668,523.5783333333334,523.5783333333334,185.86301743488403,655.0033333333334,392.1533333333334,296.0,84.75996629996197,296.0,296.0,2.4679054054054053,200.0,200.0,200.0,200.0,0.0,3.141470000000001,3.141470000000001,3.9300200000000007,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,8.0,8,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,34.0,10.0,2,-262.8499999998949,-50.20261215288924,0.0,1047.1566666666668,0.0,0.0,100.0,0.0,Atlantic Marketing,06820147,ltd,active,82990,Administrative Services,2009-02-16,17.0,Birmingham,micro-entity,16.0,4.0,4.0,0.0,86.0,52.0,17.0,True,2.0,4.0,True,johnprice.co.uk,False,302.0,co.uk,0.1176470588235294,2,occasional,False,False,False,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
York Packaging,1439.0,1439.0,0,4,40733.04359279609,10183.260898199023,11161.569444444443,5162.038172171511,15350.5,3059.404703907204,0.0,0.0,0.0,0.0,4.0,16500.0,20000.0,20000.0,6000.0,7000.0,4.9180347304778556,4.311950133333333,6.693107291666667,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,7.0,7,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,20.25,2.0,1,0.0,0.0,0.0,40733.04359279609,0.0,0.0,100.0,0.0,Bristol Marketing,07706056,ltd,active,47770,Wholesale & Retail,2011-07-15,14.6,Oxfordshire,full,4.0,4.0,3.0,1.0,37.0,125.0,14.0,True,1.0,2.0,True,jomajewellery.co.uk,False,302.0,co.uk,0.273972602739726,5,regular,False,False,True,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
