company,recency_days,first_order_days_ago,tenure_days,frequency,monetary_total,monetary_mean,monetary_median,monetary_std,monetary_max,monetary_min,avg_days_between_orders,std_days_between_orders,min_days_between_orders,max_days_between_orders,orders_per_year,avg_quantity,median_quantity,max_quantity,min_quantity,std_quantity,avg_unit_price,median_unit_price,max_unit_price,avg_margin,median_margin,ptype_binder_pct,ptype_box_pct,ptype_slip_case_pct,ptype_folder_pct,ptype_presentation_pack_pct,ptype_menu_cover_pct,ptype_ring_binder_pct,ptype_lever_arch_pct,ptype_portfolio_pct,product_type_diversity,has_product_type_pct,avg_num_operations,max_num_operations,op_cutting_pct,op_creasing_pct,op_assembly_pct,op_wrapping_pct,op_liner_gluing_pct,op_laminating_pct,op_foil_blocking_pct,op_screen_printing_pct,op_drilling_pct,op_embossing_pct,op_debossing_pct,op_uv_varnishing_pct,op_die_cutting_pct,op_hand_finishing_pct,op_packing_pct,op_collating_pct,unique_operations_used,avg_cost_items,peak_month,months_active,revenue_trend_slope,revenue_trend_pct,recent_12m_revenue,historical_revenue,recent_share_pct,era_2017_box_pct,era_2020_pob_master_pct,era_2024_quotation_pct
Beta Graphics 224,2255.0,2492.0,237,5,2903.4569399999996,580.691388,395.9151013333334,435.0039167248455,1355.2852053333334,323.77706666666666,59.25,118.5,0.0,237.0,7.705696202531646,13.8,4.0,47.0,3.0,18.833480825381166,,,,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,5.0,5,100.0,0.0,100.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,21.4,11.0,2,0.0,0.0,0.0,2903.4569399999996,0.0,0.0,100.0,0.0
AgilePrin 226,1369.0,1563.0,194,2,2936.323096666667,1468.1615483333335,1468.1615483333335,1174.5870266905988,2298.7200000000003,637.6030966666667,194.0,,194.0,194.0,3.7654639175257736,550.0,550.0,1000.0,100.0,636.3961030678928,,,,15.0,15.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,50.0,6.0,6,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,20.0,10.0,2,1661.116903332642,113.14265144856523,0.0,2936.323096666667,0.0,0.0,100.0,0.0
Pro Industries,563.0,563.0,0,1,2493.135714285714,2493.135714285714,2493.135714285714,0.0,2493.135714285714,2493.135714285714,,,,,1.0,2000.0,2000.0,2000.0,2000.0,0.0,1.4958814285714284,1.4958814285714284,1.4958814285714284,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,9.0,9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,24.0,7.0,1,0.0,0.0,0.0,2493.135714285714,0.0,0.0,100.0,0.0
Bath Industries 232,2320.0,2320.0,0,1,139.20666666666665,139.20666666666665,139.20666666666665,0.0,139.20666666666665,139.20666666666665,,,,,1.0,60.0,60.0,60.0,60.0,0.0,,,,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,5.0,5,100.0,0.0,100.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,25.0,9.0,1,0.0,0.0,0.0,139.20666666666665,0.0,0.0,100.0,0.0
Martin & Thompson,1242.0,1242.0,0,1,1712.9333333333334,1712.9333333333334,1712.9333333333334,0.0,1712.9333333333334,1712.9333333333334,,,,,1.0,35000.0,35000.0,35000.0,35000.0,0.0,,,,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6.0,6,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,17.0,8.0,1,0.0,0.0,0.0,1712.9333333333334,0.0,0.0,100.0,0.0
Sterling Marketing,1589.0,1589.0,0,1,104.21,104.21,104.21,0.0,104.21,104.21,,,,,1.0,22.0,22.0,22.0,22.0,0.0,,,,27.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,6.0,6,100.0,100.0,100.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,22.0,9.0,1,0.0,0.0,0.0,104.21,0.0,0.0,100.0,0.0
Coastal Graphics,316.0,336.0,20,4,22459.491493650796,5614.872873412699,1480.482353968254,8676.253971321627,18618.11011904762,880.4166666666667,6.666666666666667,10.692676621563626,0.0,19.0,73.05,2625.0,225.0,10000.0,50.0,4917.401075093767,8.913444308068783,5.323174144444445,19.36916666666667,10.0,10.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,75.0,7.25,8,100.0,75.0,100.0,100.0,100.0,100.0,75.0,50.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,32.75,3.0,2,0.0,0.0,22459.491493650796,0.0,100.0,0.0,100.0,0.0
Global Productions 243,320.0,339.0,19,9,36340.448000317454,4037.827555590828,3437.7002222222222,3198.9322449171477,10870.816666666666,342.6193066666667,2.375,2.445841952609133,0.0,6.0,173.01315789473682,1922.2222222222222,1000.0,10000.0,200.0,3071.859281354607,3.046119184100057,2.543254061875,6.972397860317461,10.333333333333334,10.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,77.77777777777779,7.555555555555555,9,100.0,77.77777777777779,100.0,88.88888888888889,88.88888888888889,100.0,77.77777777777779,77.77777777777779,44.44444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,29.333333333333332,2.0,2,0.0,0.0,36340.448000317454,0.0,100.0,0.0,100.0,0.0
Brown & Thompson,2118.0,2341.0,223,2,681.7109333333333,340.85546666666664,340.85546666666664,295.1244972975002,549.54,132.17093333333332,223.0,,223.0,223.0,3.275784753363229,13.0,13.0,21.0,5.0,11.313708498984761,,,,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,5.0,5,100.0,0.0,100.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,24.5,8.0,2,-417.3690666666287,-122.44752027837862,0.0,681.7109333333333,0.0,0.0,100.0,0.0
Vertex Enterprises,415.0,5489.0,5074,120,301314.9512964068,2510.957927470057,1645.3915833333333,4614.0513841252805,47252.1507936508,172.54666666666668,42.63865546218487,276.950424832904,0.0,3028.0,8.638155301537248,368.14166666666665,115.0,5500.0,4.0,869.6906945182595,31.717373524178182,29.813740000000003,102.94770467836256,24.64,20.0,1.680672268907563,93.27731092436974,0.0,1.680672268907563,0.0,0.0,0.0,0.0,0.0,4,99.16666666666667,5.225,8,100.0,10.833333333333334,100.0,19.166666666666668,19.166666666666668,86.66666666666667,10.0,92.5,84.16666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,25.958333333333332,10.0,12,4301.993158993358,9.994177847261913,0.0,301314.9512964068,0.0,0.0,100.0,0.0
VVV,309.0,2320.0,2011,19,42338.05836333334,2228.3188612280705,1114.0700000000002,2865.3225941565192,13108.911499999998,427.35999999999996,111.72222222222223,162.47888751739066,0.0,470.0,3.4508950770760816,563.1578947368421,500.0,3000.0,100.0,622.9058483482337,4.215408694444445,4.335797777777778,6.601128,22.058823529411764,20.0,58.333333333333336,8.333333333333332,0.0,8.333333333333332,0.0,0.0,0.0,0.0,0.0,4,63.1578947368421,7.105263157894737,9,100.0,84.21052631578947,100.0,47.368421052631575,47.368421052631575,73.68421052631578,68.42105263157895,94.73684210526315,94.73684210526315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,25.473684210526315,1.0,7,-203.0520367861031,-3.357178653080811,3977.9831111111116,38360.075252222225,9.395761791845004,0.0,100.0,0.0
Global Design,1113.0,1113.0,0,1,2237.3020833333335,2237.3020833333335,2237.3020833333335,0.0,2237.3020833333335,2237.3020833333335,,,,,1.0,2000.0,2000.0,2000.0,2000.0,0.0,,,,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6.0,6,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,22.0,1.0,1,0.0,0.0,0.0,2237.3020833333335,0.0,0.0,100.0,0.0
OJC 253,2410.0,2410.0,0,1,613.175,613.175,613.175,0.0,613.175,613.175,,,,,1.0,3.0,3.0,3.0,3.0,0.0,,,,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,5.0,5,100.0,0.0,100.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,26.0,6.0,1,0.0,0.0,0.0,613.175,0.0,0.0,100.0,0.0
GammaTech,1114.0,1114.0,0,1,305.58,305.58,305.58,0.0,305.58,305.58,,,,,1.0,100.0,100.0,100.0,100.0,0.0,3.5141699999999996,3.5141699999999996,3.5141699999999996,15.0,15.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,7.0,7,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,35.0,1.0,1,0.0,0.0,0.0,305.58,0.0,0.0,100.0,0.0
Brown & Morgan,592.0,2310.0,1718,54,107342.79083363096,1987.8294598820548,962.5436666666667,3421.451184777666,23823.833333333336,119.35063124999999,32.41509433962264,47.63621519966318,0.0,222.0,11.480500582072176,1042.3333333333333,200.0,13000.0,10.0,2086.2487324345834,5.914964292603484,2.4347066666666666,58.0792,18.367346938775512,20.0,53.65853658536586,41.46341463414634,0.0,4.878048780487805,0.0,0.0,0.0,0.0,0.0,3,75.92592592592592,7.148148148148148,9,100.0,66.66666666666666,100.0,81.48148148148148,81.48148148148148,72.22222222222221,66.66666666666666,96.29629629629629,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,25.85185185185185,10.0,12,-5171.179745065792,-28.90466907878627,0.0,107342.79083363096,0.0,0.0,100.0,0.0
Chester International,2403.0,2605.0,202,2,866.9749305555556,433.4874652777778,433.4874652777778,142.1519841398981,534.0040972222223,332.9708333333333,202.0,,202.0,202.0,3.616336633663366,1000.0,1000.0,1000.0,1000.0,0.0,,,,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,50.0,13.0,21,50.0,0.0,50.0,0.0,0.0,0.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,21.0,12.0,2,201.03326388889104,46.375796301300056,0.0,866.9749305555556,0.0,50.0,50.0,0.0
Cambridge Marketing,1005.0,1005.0,0,1,306.1783333333333,306.1783333333333,306.1783333333333,0.0,306.1783333333333,306.1783333333333,,,,,1.0,5.0,5.0,5.0,5.0,0.0,73.48279999999998,73.48279999999998,73.48279999999998,20.0,20.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,8.0,8,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,32.0,4.0,1,0.0,0.0,0.0,306.1783333333333,0.0,0.0,100.0,0.0
Plymouth Creative,486.0,486.0,0,1,829.0579188712522,829.0579188712522,829.0579188712522,0.0,829.0579188712522,829.0579188712522,,,,,1.0,300.0,300.0,300.0,300.0,0.0,3.0398790358612584,3.0398790358612584,3.0398790358612584,10.0,10.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,8.0,8,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,28.0,9.0,1,0.0,0.0,0.0,829.0579188712522,0.0,0.0,100.0,0.0
Walker & Green 267,1278.0,1278.0,0,1,467.66555555555556,467.66555555555556,467.66555555555556,0.0,467.66555555555556,467.66555555555556,,,,,1.0,100.0,100.0,100.0,100.0,0.0,4.676655555555556,4.676655555555556,4.676655555555556,,,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,9.0,9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,39.0,7.0,1,0.0,0.0,0.0,467.66555555555556,0.0,0.0,100.0,0.0
UDP,1943.0,1943.0,0,1,465.13405,465.13405,465.13405,0.0,465.13405,465.13405,,,,,1.0,250.0,250.0,250.0,250.0,0.0,,,,10.0,10.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,6.0,6,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,26.0,9.0,1,0.0,0.0,0.0,465.13405,0.0,0.0,100.0,0.0
Evans & Evans 272,109.0,2573.0,2464,19,79206.75926896189,4168.776803629573,3377.7587688888893,2804.7618784417928,10289.600000000002,240.7613888888889,136.88888888888889,136.55117070981933,0.0,408.0,2.8164569805194803,29902.21052631579,30000.0,55000.0,2.0,22276.641866360944,30.788619913421623,1.3297360643200453,120.38069444444444,19.127304864923747,20.0,11.11111111111111,5.555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,94.73684210526315,5.473684210526316,9,100.0,10.526315789473683,100.0,15.789473684210526,10.526315789473683,21.052631578947366,89.47368421052632,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,21.05263157894737,10.0,6,-2148.3730249223836,-18.98652503050929,12333.307930871211,66873.45133809067,15.571029599874267,0.0,100.0,0.0
Roberts & Jackson,2097.0,2538.0,441,13,51889.96780687831,3991.5359851444855,1548.6666666666665,7098.118198942697,26945.13,164.34814814814814,36.75,47.64475550648495,0.0,119.0,10.76700680272109,6713.461538461538,1000.0,50000.0,10.0,14755.52414417159,19.166900634920633,9.24706,42.958148571428566,17.0,20.0,55.55555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,69.23076923076923,5.769230769230769,9,100.0,23.076923076923077,100.0,23.076923076923077,23.076923076923077,46.15384615384615,76.92307692307693,100.0,84.61538461538461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,23.23076923076923,4.0,6,-28300.66653835723,-109.07953014611745,0.0,51889.96780687831,0.0,0.0,100.0,0.0
Ultra Creative,2262.0,2279.0,17,3,1767.1134868113913,589.0378289371305,521.6012745098039,381.63224768096103,999.8932242063493,245.61898809523808,8.5,7.7781745930520225,3.0,14.0,64.45588235294117,258.3333333333333,100.0,625.0,50.0,318.5252475602732,4.017944037254902,5.157998749999999,5.216012745098039,5.0,5.0,33.33333333333333,0.0,0.0,66.66666666666666,0.0,0.0,0.0,0.0,0.0,2,100.0,8.333333333333334,9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,33.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,30.333333333333332,11.0,2,0.0,0.0,0.0,1767.1134868113913,0.0,0.0,100.0,0.0
Morgan & Wright,1403.0,1403.0,0,1,1726.4444444444443,1726.4444444444443,1726.4444444444443,0.0,1726.4444444444443,1726.4444444444443,,,,,1.0,2000.0,2000.0,2000.0,2000.0,0.0,,,,35.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6.0,6,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,16.0,3.0,1,0.0,0.0,0.0,1726.4444444444443,0.0,0.0,100.0,0.0
KTVH,115.0,448.0,333,11,23829.192002222222,2166.290182020202,1410.1941333333334,1616.8649075161645,5038.539448666666,575.0,33.3,68.3553623028622,0.0,206.0,12.065315315315315,95.45454545454545,100.0,100.0,50.0,15.07556722888818,,,,33.018181818181816,30.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,90.9090909090909,5.090909090909091,6,100.0,9.090909090909092,100.0,0.0,0.0,90.9090909090909,9.090909090909092,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,25.454545454545453,6.0,4,17728.30880222693,148.79487983120578,20778.750402222224,3050.4416,87.19871995779158,0.0,100.0,0.0
GVRH 282,913.0,2466.0,1553,2,2474.325634920635,1237.1628174603175,1237.1628174603175,1256.8681053038788,2125.902777777778,348.4228571428571,1553.0,,1553.0,1553.0,0.4703799098518996,190.0,190.0,230.0,150.0,56.568542494923804,3.1358057142857136,3.1358057142857136,3.1358057142857136,22.5,22.5,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,6.5,8,100.0,50.0,100.0,100.0,100.0,50.0,50.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,28.5,4.0,2,444.369980158754,35.918471997967835,0.0,2474.325634920635,0.0,0.0,100.0,0.0
GammaComm,1474.0,1474.0,0,1,4166.111111111111,4166.111111111111,4166.111111111111,0.0,4166.111111111111,4166.111111111111,,,,,1.0,20000.0,20000.0,20000.0,20000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6.0,6,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,14.0,1.0,1,0.0,0.0,0.0,4166.111111111111,0.0,0.0,100.0,0.0
Nottingham Marketing,554.0,1736.0,1182,5,1543.3623799666666,308.6724759933333,167.07699780000002,327.6379599765593,885.3327075,107.0641905,295.5,336.82883882866486,12.0,693.0,1.5450507614213198,282.4,9.0,1145.0,3.0,493.6828941739829,,,,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6.0,6,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,15.2,4.0,3,22.325990580941113,4.339743705834654,0.0,1543.3623799666666,0.0,0.0,100.0,0.0
KUR 289,463.0,463.0,0,1,1771.7777777777778,1771.7777777777778,1771.7777777777778,0.0,1771.7777777777778,1771.7777777777778,,,,,1.0,1000.0,1000.0,1000.0,1000.0,0.0,,,,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,4.0,4,100.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,14.0,10.0,1,0.0,0.0,0.0,1771.7777777777778,0.0,0.0,100.0,0.0
Martin & Wright,448.0,2643.0,2195,19,6212.534556200001,326.9755029578948,208.4766666666667,298.57981254582745,1307.3058560000002,47.7237,121.94444444444444,132.19213833624335,1.0,532.0,3.161617312072893,10.368421052631579,8.0,34.0,1.0,9.838758539096448,249.67439000000002,249.67439000000002,249.67439000000002,36.8421052631579,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,5.421052631578948,6,100.0,47.368421052631575,100.0,0.0,0.0,21.052631578947366,73.68421052631578,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,17.157894736842106,2.0,10,195.64010815899556,18.894714199738353,0.0,6212.534556200001,0.0,0.0,100.0,0.0
Morgan & Lewis,630.0,630.0,0,1,1118.8391111111112,1118.8391111111112,1118.8391111111112,0.0,1118.8391111111112,1118.8391111111112,,,,,1.0,100.0,100.0,100.0,100.0,0.0,,,,,,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,6.0,6,100.0,0.0,100.0,100.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,18.0,5.0,1,0.0,0.0,0.0,1118.8391111111112,0.0,0.0,100.0,0.0
NJLO,2412.0,2412.0,0,3,6296.023333333333,2098.6744444444444,1676.8383333333334,796.1006131526573,3016.923333333333,1602.2616666666668,0.0,0.0,0.0,0.0,3.0,180.0,140.0,270.0,130.0,78.10249675906654,,,,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,5.0,5,100.0,0.0,100.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,25.0,6.0,1,0.0,0.0,0.0,6296.023333333333,0.0,0.0,100.0,0.0
DI,1178.0,1178.0,0,1,171.54083333333332,171.54083333333332,171.54083333333332,0.0,171.54083333333332,171.54083333333332,,,,,1.0,6.0,6.0,6.0,6.0,0.0,,,,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,5.0,5,100.0,0.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,16.0,11.0,1,0.0,0.0,0.0,171.54083333333332,0.0,0.0,100.0,0.0
Oxford Packaging,794.0,794.0,0,1,611.0550000000001,611.0550000000001,611.0550000000001,0.0,611.0550000000001,611.0550000000001,,,,,1.0,5000.0,5000.0,5000.0,5000.0,0.0,,,,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6.0,6,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,17.0,11.0,1,0.0,0.0,0.0,611.0550000000001,0.0,0.0,100.0,0.0
Nexus Services,1401.0,1401.0,0,1,592.7,592.7,592.7,0.0,592.7,592.7,,,,,1.0,250.0,250.0,250.0,250.0,0.0,,,,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6.0,6,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,15.0,3.0,1,0.0,0.0,0.0,592.7,0.0,0.0,100.0,0.0
Delta Enterprises,1757.0,2529.0,772,5,8425.111825396827,1685.0223650793655,1822.177777777778,921.5720700668234,2846.857142857143,329.535,193.0,136.33048081775402,0.0,303.0,2.3656088082901556,1610.0,500.0,6000.0,50.0,2491.0841013502536,,,,25.0,25.0,33.33333333333333,66.66666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,60.0,5.2,6,100.0,20.0,100.0,0.0,0.0,60.0,40.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,22.0,9.0,4,-2225.610634919747,-79.24917844570875,0.0,8425.111825396827,0.0,0.0,100.0,0.0
CI,807.0,807.0,0,2,3750.316,1875.158,1875.158,74.24621202458749,1927.658,1822.658,0.0,,0.0,0.0,2.0,1000.0,1000.0,1000.0,1000.0,0.0,,,,10.0,10.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,6.0,6,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,23.0,11.0,1,0.0,0.0,0.0,3750.316,0.0,0.0,100.0,0.0
Superior Works,662.0,662.0,0,1,357.967,357.967,357.967,0.0,357.967,357.967,,,,,1.0,25.0,25.0,25.0,25.0,0.0,14.318679999999999,14.318679999999999,14.318679999999999,,,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,6.0,6,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,33.0,4.0,1,0.0,0.0,0.0,357.967,0.0,0.0,100.0,0.0
Vector Marketing,836.0,836.0,0,2,6919.8570141570135,3459.9285070785068,3459.9285070785068,2572.683528871492,5279.090476190476,1640.766537966538,0.0,,0.0,0.0,2.0,1500.0,1500.0,2000.0,1000.0,707.1067811865476,1.9689198455598456,1.9689198455598456,1.9689198455598456,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,7.0,9,100.0,50.0,100.0,100.0,100.0,50.0,50.0,50.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,20.0,10.0,1,0.0,0.0,0.0,6919.8570141570135,0.0,0.0,100.0,0.0
Leeds Associates,836.0,836.0,0,1,3684.9666666666667,3684.9666666666667,3684.9666666666667,0.0,3684.9666666666667,3684.9666666666667,,,,,1.0,1000.0,1000.0,1000.0,1000.0,0.0,4.42196,4.42196,4.42196,20.0,20.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,9.0,9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,29.0,10.0,1,0.0,0.0,0.0,3684.9666666666667,0.0,0.0,100.0,0.0
TitanIndu,2286.0,2286.0,0,2,2602.5535714285716,1301.2767857142858,1301.2767857142858,727.9639058501893,1816.025,786.5285714285715,0.0,,0.0,0.0,2.0,1225.0,1225.0,2000.0,450.0,1096.0155108391486,1.5498162301587302,1.5498162301587302,2.01001746031746,17.5,17.5,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,100.0,8.0,8,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,27.0,10.0,1,0.0,0.0,0.0,2602.5535714285716,0.0,0.0,100.0,0.0
NQFQ,2082.0,2391.0,309,5,9133.542857142858,1826.7085714285718,1913.7333333333333,543.7919482866151,2532.8777777777773,1016.4952380952382,77.25,154.5,0.0,309.0,5.910194174757281,700.0,500.0,1000.0,500.0,273.8612787525831,2.3680342857142858,2.3680342857142858,2.439588571428571,20.0,20.0,40.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,100.0,6.2,8,100.0,40.0,100.0,100.0,100.0,40.0,40.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,23.8,7.0,2,-4067.787301586934,-89.07359094298735,0.0,9133.542857142858,0.0,0.0,100.0,0.0
GammaWork,2600.0,2600.0,0,2,1702.426559065934,851.213279532967,851.213279532967,33.84547667789194,875.1456456043956,827.2809134615385,0.0,,0.0,0.0,2.0,520.0,520.0,520.0,520.0,0.0,1.636948614486475,1.636948614486475,1.6829723953930684,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,26.0,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,24,24.0,12.0,1,0.0,0.0,0.0,1702.426559065934,0.0,100.0,0.0,0.0
Manchester Technologies,583.0,2613.0,2030,78,77175.34910335849,989.4275526071601,747.1055555555556,917.6657040553778,4483.031481481483,110.446,26.710526315789473,60.297886262449516,0.0,406.0,14.034236453201972,1680.820512820513,1000.0,11000.0,10.0,2369.506725715317,0.9370226215156565,0.9556623215166666,1.063263543030303,29.013513513513512,20.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,15.384615384615385,5.051282051282051,6,100.0,6.41025641025641,100.0,0.0,0.0,12.82051282051282,87.17948717948718,100.0,98.71794871794873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,20.564102564102566,3.0,12,-2814.8264336848733,-26.677128978980985,0.0,73860.21581002515,0.0,0.0,100.0,0.0
